user,gender
iamrajjoshi,Null
surapunoyousei,Null
YunaiV,Null
abiteman,Null
myzie,he/him
typpo,Null
shcheklein,Null
elijames-codecov,Null
edmundmiller,he/him
ShaileshParmar11,Null
saum7800,Null
BYK,he/him
mattinannt,Null
Dav1dde,he/him
cloudstudio,Null
princechaddha,Null
abhiaiyer91,Null
kzndotsh,Null
0xfurai,Null
Dhravya,Null
shreyashankar,Null
svobik7,Null
yannbu,he/him
chargome,Null
romtsn,Null
gabrielcammany,Null
jld-adriano,Null
zackees,Null
zardoy,Null
JoseRFelix,Null
ay-rod,Null
mirceanis,Null
buenaflor,Null
banklesss,Null
emaceira,Null
shahargl,Null
rahulchhabria,Null
cleptric,Null
wesbos,Null
armenzg,Null
talboren,Null
ArthurSens,he/him
philosowaffle,she/her
callicles,he/him
lakshaybhushan,he/him
Overtorment,Null
tcm390,Null
izadoesdev,he/him
CTNicholas,Null
mtsitrin,Null
jas-kas,she/her
tomfrew,Null
anthonyshew,Null
markokraemer,Null
mostafaalagamy,Null
sam-goodwin,Null
krystofwoldrich,he/him
geclos,Null
evanpurkhiser,Null
seawatts,Null
KyleTryon,he/him
WEIFENG2333,Null
ibelick,Null
zhandouxiaojiji,Null
beihaili,Null
jerry-enebeli,Null
idoshamun,Null
dreadl0ck,Null
timmo001,Null
scttcper,he/him
Apocrathia,Null
lucis,Null
oeway,Null
kuitos,Null
mdjastrzebski,Null
grabbou,Null
samwillis,Null
fbjork,Null
sfanahata,Null
JoshFerge,Null
olliethedev,Null
MagMueller,he/him
Mc01,Null
artalar,Null
julienbourdeau,Null
vinceglb,Null
asblumen,Null
aditya-konarde,he/him
Brooooooklyn,they/them
RockChinQ,he/him
0x80,Null
finbarrtimbers,Null
alexgshaw,Null
anitej-11,Null
itaybre,he/him
wzdavid,Null
alexpate,Null
0xRobin,Null
nickscamara,Null
jaffrepaul,Null
kyegomez,swarms.ai
jason-curtis,Null
caesar0301,he/him
RhysSullivan,he/him
gmathi,Null
diegolmello,he/him
dfz121,Null
jltrfl,Null
maryhipp,Null
KevinVandy,Null
sungik-choi,Null
MatissJanis,Null
motatoes,Null
renyuantime,Null
shnai0,Null
CodingAleCR,Null
Twixes,Null
robinroy03,Null
hackertron,Null
paulgessinger,Null
mishushakov,Null
elie222,Null
joeykraut,Null
aaronvg,Null
szokeasaurusrex,Null
roaga,Null
fredrikburmester,Null
bautistaaa,Null
arduia,Null
mrexodia,Null
martijnvdbrug,Null
vgrozdanic,Null
rlamana,Null
pierrebrunelle,Null
madsnedergaard,he/him
RonFed,Null
robertnishihara,Null
kleosr,Null
noahsmartin,Null
AmineAfia,Null
stemangiola,Null
SengokuCola,Null
sl0thentr0py,Null
betegon,Null
siggisim,Null
theishangoswami,Null
mydea,Null
NikolayS,Null
freasy,Null
benglewis,Null
timcreatedit,he/him
mschile,Null
YumNumm,he/him
PureWhiteWu,Null
swuecho,Null
laiso,he/him
yumc-afk,Null
EunjuYang,Null
shahar4499,Null
2wce,he/him
archie-mckenzie,Null
tarunKoyalwar,Null
0xFirekeeper,Null
Xinrea,Null
harshith-eth,Null
AmoabaKelvin,he/him
asaliyog,Null
devin-ai-integration[bot],Null
why168,Null
sovushik,Null
limichange,Null
liyupi,Null
onshinpei,Null
PaulAsjes,he/him
gronxb,Null
Scarjit,Null
philipphofmann,Null
jayhack,Null
marliessophie,Null
abuaboud,Null
ggarber,Null
martin-lechene,Null
joaoviana,he/him
adamsachs,Null
ArcticFaded,Null
hs2973,Null
Al4ise,Null
turian,Null
danyi1212,Null
kevingosse,Null
lacymorrow,Null
rebelchris,Null
wKich,[object Object]
haydenbleasel,Null
monilpat,Null
tbraun96,Null
luccahuguet,Null
okwasniewski,Null
lcian,he/him
rithviknishad,Null
matiasngf,he/him
MatthewDailey,he/him
Luodian,he/him
utom,Null
coderabbitai[bot],Null
wilsonccccc,Null
cloudflare-workers-and-pages[bot],Null
razimantv,Null
vercel[bot],Null
damassi,Null
ellipsis-dev[bot],Null
CLAassistant,Null
pkg-pr-new[bot],Null
claude[bot],Null
gitguardian[bot],Null
Wei-Shaw,Null
changeset-bot[bot],Null
semgrep-code-dotcms-test[bot],Null
semanticdiff-com[bot],Null
olaservo,she/her
albertorizzi,Null
mercierv,Null
vinteo,Null
gianniskotsas,Null
alwaysmeticulous[bot],Null
awni,Null
codecov[bot],Null
bhosmer-ant,Null
doriable,Null
ryoppippi,Null
dichen-cd,Null
maxpaynestory,Null
robobun,Null
sonarqubecloud[bot],Null
kbwo,Null
gemini-code-assist[bot],Null
mergify[bot],Null
pytorch-bot[bot],Null
lezcano,Null
pytorchmergebot,Null
huydhn,Null
RacoonDog,Null
Big-Iron-Cheems,Null
graphite-app[bot],Null
odilitime,Null
supabase[bot],Null
qodo-merge-for-open-source[bot],Null
dracic,Null
bmadcode,Null
qodo-merge-pro[bot],Null
pyvista-bot,Null
syndicate604,he/him
netlify[bot],Null
deepsource-io[bot],Null
AutoGPT-Agent,Null
stedolan,Null
coveralls,Null
ArtsyOpenSource,Null
codesandbox[bot],Null
groue,Null
cla-bot[bot],Null
emerge-tools[bot],Null
twhetzel,Null
nicolevasilevsky,Null
probeaidev[bot],Null
use-tusk[bot],Null
gru-agent[bot],Null
nx-cloud[bot],Null
cubic-dev-ai[bot],Null
jhurray,Null
sourcery-ai[bot],Null
Rikki-Zero,Null
google-cla[bot],Null
socket-security[bot],Null
unified-ci-app[bot],Null
lindy65,Null
mm-cloud-bot,Null
thchr,Null
thdxr,Null
aspiers,he/him
3dyuval,Null
adamdotdevin,Null
luohy15,Null
RevenueCat-Danger-Bot,Null
cockroach-teamcity,Null
bradymiller,Null
jesdynf,Null
stgraber,he/him
iduartgomez,he/him
facebook-github-bot,Null
TomeHirata,Null
serena-ruan,Null
panuph,Null
mattytrentini,he/him
jurasic-pf,Null
cliffhall,Null
codecov-commenter,Null
lhotari,Null
viper151,Null
Anima-t3d,Null
jonathanhefner,Null
eliecharra,he/him
zeeshaan-ai,Null
codspeed-hq[bot],Null
landofathousandlakes[bot],Null
andersonjeccel,he/him
sre-ci-robot,Null
jacepark12,Null
k8s-ci-robot,Null
k8s-infra-cherrypick-robot,Null
mw5h,Null
craig[bot],Null
michae2,Null
pgaudet,Null
sjm41,Null
balhoff,Null
belladoreai,Null
mergesort,Null
dosumis,Null
NomenAK,Null
crossoverJie,Null
f2c-ci-robot[bot],Null
vibhansa-msft,Null
zivkan,Null
awwaawwa,Null
cla-checker-service[bot],Null
tobio,Null
AtishayMsft,Null
AIC-HMV,Null
otoolep,Null
srinathsetty,Null
publicuibot[bot],Null
bundlemon[bot],Null
pepone,Null
externl,Null
jcstein,he/him
MarekM25,Null
asdacap,Null
openapi-pipeline-app[bot],Null
evan-forbes,they/them
joshfree,he/him
OEvgeny,Null
JonnyBurger,Null
nsano-rururu,Null
grendello,Null
sshaw,Null
leighmcculloch,he/him
ccoVeille,he/him
trask,he/him
PureWeen,Null
mattwang44,he/him
HectorSVC,Null
jonrohan,he/him
mitchdenny,he/him
MikePopoloski,Null
owidbot,Null
reorx,Null
esc,Null
davidfowl,Null
jeroenterheerdt,Null
live1206,Null
Frulfump,Null
JoshLove-msft,Null
benbalter,he/him
Lulalaby,she/her
tnaum-ms,Null
Caroline-99,Null
jfversluis,he/him
azure-pipelines[bot],Null
alexr00,Null
danmoseley,Null
adamint,he/him
JamesNK,Null
T-Gro,Null
Evangelink,Null
simongdavies,Null
marosset,Null
Wwwsylvia,she/her
TerryHowe,he/him
alfg,Null
BillWagner,he/him
l0lawrence,Null
lastmjs,Null
brianrob,Null
elbruno,he/him
jgbradley1,Null
AlonsoGuevara,Null
javiercn,Null
ulugbekna,Null
KrzysztofCwalina,Null
aasimkhan30,Null
minestarks,Null
brenocq,Null
barmac,he/him
Buckwich,Null
nturinski,Null
nddq,he/him
mvdicarlo,Null
philnach,Null
markjbrown,Null
MihaZupan,he/him
Driver-glitch,Null
dsherret,Null
No1e,Null
hoyosjs,he/him
zwave-js-assistant[bot],Null
jongio,Null
caspervdw,Null
wang-bin,Null
MackinnonBuck,Null
vs-mobiletools-engineering-service2,Null
houssain-barouni,Null
samdark,Null
refcell,Null
syntactically,Null
adrianwright,Null
NikolajBjorner,Null
GiveMe-A-Name,Null
meganrogge,Null
msyyc,Null
jeremymeng,Null
amazon-q-developer[bot],Null
kawax,Null
qltysh[bot],Null
dylan-smith,Null
matecsaj,Null
MSNev,Null
Rugvip,Null
relativeci[bot],Null
PaulAndersonS,Null
nohwnd,he/him
nkdagility-actions-bot[bot],Null
justinchuby,Null
TylerLeonhardt,he/him
csharpfritz,Null
lgallard,Null
jmuziki,Null
dotnet-policy-service[bot],Null
jakebailey,he/him
AlCalzone,Null
gewarren,Null
Apollon77,he/him
avifenesh,Null
orangewise,Null
Tankilevitch,Null
mdrxy,Null
Saadnajmi,Null
Nyasami,cat/girl
singankit,Null
pulumi-bot,Null
kmosher,he/him
joshblack,he/him
NewFuture,Null
markets,Null
Youssef1313,Null
bpasero,he/him
harshach,Null
vipul-21,Null
psastras,Null
ronniegeraghty,he/him
johanstokking,Null
colinsurprenant,he/him
linux-foundation-easycla[bot],Null
Benjin,he/him
pksjce,she/her
lumirlumir,Null
spboyer,Null
weidongxu-microsoft,Null
sordonia,Null
pclucas14,Null
webfiltered,Null
snomiao,sno
madskristensen,Null
hyperupcall,he/him
zijchen,Null
alexandrudanpop,Null
linear[bot],Null
christianhelle,Null
jkotas,Null
Alan-Jowett,Null
dthaler,Null
m-redding,Null
tzdybal,Null
sergeevabc,Null
pierotofy,Null
fepegar,he/him
romainVala,Null
tanyasethi-msft,she/her
ashu11939,Null
tomhrr,Null
marrobi,Null
RyanCavanaugh,he/him
husseinmozannar,Null
ekzhu,Null
geoffw0,he/him
AkihiroSuda,Null
apostasie,vous/eux
lumberjack-bot[bot],Null
splincode,Null
jiahaoxiang2000,Null
messense,Null
foxminchan,he/him
flanakin,he/him
sybrew,Null
rach-id,Null
anthonykim1,Null
unbug,Null
ras0219-msft,Null
kavishdevar,he/him
lukasoppermann,he/him
iscai-msft,Null
microsoft-github-policy-service[bot],Null
jsquire,Null
csyonghe,Null
petersmythe,Null
eagerterrier,Null
notatallshaw,he/him
scrutinizer-notifier,Null
midudev,he/him
darcyclarke,Null
debloper,Null
anand-devx,he/him
DonnieBLT,Null
timotheeguerin,Null
azure-sdk,Null
stweil,Null
egorpugin,Null
wollmers,Null
cla-assistant[bot],Null
abidlabs,Null
ypc-faros,Null
U8F69,Null
Dunqing,Null
janiskelemen,Null
hi-ogawa,Null
LiliDeng,Null
squirrelsc,Null
timovv,Null
marcpopMSFT,Null
Wauplin,Null
abonie,Null
matthewige,Null
rvagg,Null
BigLep,Null
segraef,Null
PeterStaar-IBM,Null
nixel2007,he/him
shueybubbles,Null
scriptsengineer,Null
swese44,Null
osortega,Null
B-Step62,he/him
vhvb1989,Null
CarnaViire,she/her
MikeAlhayek,he/him
gramalingam,Null
aleksander-dytko,he/him
mo-esmp,he/him
edomt,Null
anupriya13,she/her
GilboaAWS,Null
AnalogFeelings,she/her
am11,Null
hundredacres,Null
joemccall86,Null
szihs,Null
mattleibow,Null
pelikhan,Null
jeffhandley,he/him
karpikpl,Null
AlexanderSehr,Null
AndreasBoehm,Null
andyleejordan,they/them
Mr-Quin,Null
francinelucca,Null
primer-integration[bot],Null
roblourens,Null
shuaitian-git,Null
raphaelmansuy,Null
JMBeresford,Null
Tyriar,Null
rmarinho,Null
deluan,Null
elasticmachine,Null
maxcold,Null
radical,Null
sensei-hacker,Null
adamjstewart,Null
matheper,Null
xingdi-eric-yuan,Null
No-Signal,Null
jkwak-work,he/him
tdavidovicNV,Null
rfjakob,Null
awaescher,Null
chiaramooney,she/her
baywet,he/him
rebornix,Null
VolodiaKraplich,Null
ci010,Null
f,he/him
captainsafia,she/her
ThomsonTan,Null
marcalff,Null
rainersigwald,Null
YuliiaKovalova,Null
fabiocav,Null
liliankasem,she/her
RohitRanjanMS,Null
tomasherceg,Null
bodhish,Null
robherley,he/him
benwaffle,Null
bamurtaugh,Null
cpholguera,Null
niels9001,Null
marcelwgn,he/him
BernieWhite,he/him
jmsuzuki,Null
iancooper,Null
DamianEdwards,Null
jonnyry,Null
andrewlock,Null
SamMorrowDrums,Null
jenshnielsen,Null
jpayne3506,Null
joperezr,he/him
vanzue,he/him
hemarina,Null
bernardnormier,Null
DrewScoggins,Null
LoopedBard3,Null
Skn0tt,he/him
ReubenBond,Null
JacksonWeber,Null
benhillis,Null
mattkur,he/him
smmalis37,Null
chris-oo,Null
JeffreyCA,Null
rossbulat,Null
zorro-bot[bot],Null
HyperLife1119,he/him
debs-obrien,Null
mikeagun,Null
andrewbranch,he/him
Patjedjtruckers,Null
eiriktsarpalis,he/him
tomaszczura,Null
dscho,they/them/he/him
andyzhangx,he/him
connor4312,he/him
smalis-msft,he/him
liliancavalet,she/her
maxdanilov,Null
oleksandr-kriuchenko-lohika,Null
backport-action,Null
cmur2,Null
nagilson,he/him
zelosleone,he/him
wolfv,Null
sheiksyedm,Null
jonathanpeppers,Null
swathipil,she/her
kellyelton,Null
LaurentLesle,Null
alexdima,Null
hediet,Null
noahfalk,Null
peckz,Null
manekinekko,he/him
escopecz,Null
0crat,he/him
compulim,Null
jnavila,Null
To1ne,Null
vineethkuttan,he/him
MMathisLab,she/her
szhorvat,Null
JonasKs,Null
rhuanbarreto,he/him
joshspicer,he/him
josix,Null
Sceleratis,Null
Dimenpsyonal,Null
abhisek,he/him
abremard,Null
weshaggard,Null
ppenna,he/him
csegarragonz,he/him
alexpfau,Null
scylla-operator-bot[bot],Null
zimnx,Null
KarishmaGhiya,Null
lalitb,Null
dvcrn,he/him
RokeJulianLockhart,he/him
Albeoris,Null
droidmonkey,Null
gabek,Null
cypress[bot],Null
ameukam,he/him
mattchenderson,Null
aaronpowell,he/him
Alirexaa,he/him
pshao25,Null
acoates-ms,Null
dannyvv,Null
chrisglein,Null
agocke,Null
matiasgarciaisaia,Null
DaveSkender,Null
sven-n,he/him
castrojo,he/him
mitelg,he/him
vienthuong,he/him
Enter-tainer,Null
bdukes,Null
valadas,Null
mitchelsellers,he/him
andrewconnell,he/him
joaquimrocha,Null
bolt-new-by-stackblitz[bot],Null
maxchampoux,Null
rolznz,Null
brainkim,he/him
Yukaii,Null
bdemann,Null
bewithgaurav,Null
Transis-Pedro,Null
vczh,Null
raineorshine,Null
eyusufatik,Null
sebastienros,Null
Pierrci,Null
waterplea,Null
spaceluke,he/him
nobodyiam,Null
danroth27,Null
MiYanni,Null
RolandKrummenacher,he/him
allcontributors[bot],Null
chrisradek,Null
ruyadorno,he/him
jairmyree,Null
eslint-github-bot[bot],Null
boyan01,Null
weboko,Null
aws-amplify-eu-west-1[bot],Null
veeam-denis,Null
alka-infracloud,Null
ShaunLawrie,Null
toby,Null
zkoppert,he/him
jmeridth,Null
wtgodbe,Null
aishwaryabh,Null
MM2-0,she/her
lawrencegripper,he/him
nzakas,Null
BwL1289,Null
Keldos-Li,Null
thsparks,he/him
tzarc,Null
mazhelez,Null
raju1384,Null
feiskyer,Null
yegor256,Null
Muennighoff,Null
Scalahansolo,he/him
dg0yt,Null
bennycode,he/him
coreybutler,Null
nafg,Null
solidinvoice-bot[bot],Null
maorleger,Null
richardkiss,Null
Boshen,Null
motdotla,Null
brandom-msft,Null
JiaqiZhang-Dev,she/her
ogenstad,Null
eerhardt,Null
yufeih,Null
ryangjchandler,Null
entangled90,he/him
deepthidevaki,Null
Southclaws,Null
devang-ml,Null
xiaoyu-work,Null
zdpcdt,Null
mike-lischke,he/him
akshay-gupta7,Null
ericstj,Null
bryanedds,Null
oatsandsugar,he/him
arktoswb,Null
afourney,Null
gagb,he/him
codersaur,Null
CommanderStorm,he/him
nyurik,Null
ninabarbakadze,Null
rootulp,he/him
GordonSmith,Null
lostintangent,he/him
mo-amzn,Null
MarcCote,he/him
kibanamachine,Null
ViktorHofer,he/him
akoeplinger,Null
CppCXY,Null
sumneko,Null
Issues-translate-bot,Null
Frityet,he/him
Manav-Aggarwal,Null
mikhailshilkov,Null
maff,Null
martypitt,Null
jonas-eschle,he/him
snyk-io[bot],Null
eleanorjboyd,she/her
arnaudlh,Null
vanschelven,Null
HaveAGitGat,Null
gradio-pr-bot,Null
caaavik-msft,Null
tamirkamara,Null
tim-gromeyer,Null
qzhuyan,Null
ntamas,he/him
slangbot,Null
kristapratico,Null
tonybaloney,he/him
minhanh-phan,she/her
nihar1024,he/him
CyrineKamoun,Null
jondycz,Null
tankerkiller125,Null
dmcilvaney,Null
smith1511,Null
nbonamy,Null
lszomoru,Null
leestott,Null
ArcturusZhang,Null
Anush008,Null
v-jiaodi,Null
vheckthor,Null
AndriySvyryd,Null
AArnott,Null
OskarStark,he/him
chr-hertel,he/him
SNGWN,he/him
ilonatommy,Null
codesandbox-ci[bot],Null
freemansoft,Null
astafan8,Null
tsukinaha,they/them
chrmarti,Null
laurenastrid1,Null
msiebert,Null
KHeresy,Null
bt-justtrack,Null
AaronRobinsonMSFT,Null
lukhipolito,Null
Pikachuxxxx,Null
christothes,Null
wertzui,Null
vzarytovskii,Null
pavelsavara,Null
sdorra,Null
nikku,Null
BrennanConroy,Null
mathieucarbou,Null
wmmc88,he/him
joeduffy,Null
rshade,Null
shaahji,Null
tbennun,Null
239573049,Null
meagancojocar,Null
baronfel,he/him
KalleOlaviNiemitalo,Null
joeloff,Null
skyoxZ,Null
stephentoub,he/him
ntrappe-msft,Null
JudahGabriel,Null
14790897,he/him
KieferSheldon,Null
beeradmoore,he/him
MrHinsh,Null
Romain-Geissler-1A,Null
agibson2,Null
Pawank-MSFT,Null
IEvangelist,he/him
Ljzd-PRO,Null
RickWinter,Null
heaths,he/him
scottaddie,he/him
srnagar,Null
mikepenz,Null
filzrev,Null
liveans,he/him
azure-client-tools-bot-prd[bot],Null
yonzhan,Null
msftgits,Null
afc163,he/him
kerryjiang,Null
rads-1996,Null
Karlie-777,Null
DanielRosenwasser,Null
ahejlsberg,Null
adlerjohn,Null
mccoyp,she/her
praveenkuttappan,Null
Arithmomaniac,Null
nikolapeja6,Null
spenrose,Null
TheWover,Null
AlexanderEichner,Null
moo1210,he/him
fishcharlie,Null
collinbarrett,he/him
Yoyokrazy,Null
rajkumar-rangaraj,Null
Transis-Felipe,Null
git-hulk,Null
CarGuo,Null
megglos,he/him
jonathanlukas,he/him
vakalapa,he/him
kamilprz,Null
ben-sb,Null
yurkinh,Null
MaryGao,Null
maor-rozenfeld,Null
commjoen,Null
kokosing,Null
SamsamTS,Null
pamelafox,she/her
KlausLoeffelmann,he/him
JeremyKuhne,he/him
AliAkhtari78,Null
rochacbruno,he/him
Smilefounder,Null
gpertea,Null
harikrishnan83,Null
tnorling,Null
Andarist,Null
nandyalu,he/him
jessehouwing,he/him
vltops,Null
antontanderup,Null
amunger,he/him
rajeshkamal5050,Null
kristenwomack,she/her
snnn,Null
kdy1,he/him
cprecioso,he/him
stuartpa,Null
MichalStrehovsky,Null
Giorgi,he/him
thiennn,Null
Ph0enixKM,Null
xiangyan99,Null
alzimmermsft,Null
HariniMalothu17,she/her
tadelesh,Null
Sembauke,Null
feiyuchuixue,Null
tencent-adm,Null
weinong,Null
SigureMo,meow
paddle-bot[bot],Null
drognanar,Null
JohnNiang,Null
chlowell,Null
LarryOsterman,Null
mrm9084,Null
zhenlan,Null
unibeck,Null
layershifter,Null
Hotell,Null
vjp23,Null
Jay-Madden,Null
MohamedAmjed,Null
andaryjo,Null
jstroh,Null
cootshk,Null
boolforge,Null
melroy89,Null
benoit160,Dieu du Blazor
hacktivist123,he/him
DrHazemAli,he/him
Timothy-Liuxf,he/him
tonyqus,he/him
WFLing-seaer,they/them
lozn00,Null
manulera,he/him
BjornFJohansson,he/him
owenpearson,Null
reqyou,Null
thomasht86,Null
kkraune,Null
jonasbark,Null
thtmnisamnstr,he/him
crutkas,Null
gugu,Null
picatz,Null
333fred,he/him
MartyIX,Null
hairyhum,Null
GMPrakhar,Null
sonar-openbsl-ru-qa-bot[bot],Null
cd-rite,Null
maddymontaquila,she/her
albertoblaz,Null
kasthack,Null
calinpristavu,Null
carsonRadtke,he/him
0xkarmacoma,he/him
julio-lopez,Null
jsturtevant,Null
kennykerr,Null
baaaaif,he/him
AathifMahir,he/him
bhavanesh2001,Null
roboman-tech,Null
jtracey93,he/him
backstage-goalie[bot],Null
AlleSchonWeg,Null
alexvy86,Null
theunrepentantgeek,he/him
matthchr,Null
ngenovese11,Null
kshitij-microsoft,Null
varjolintu,Null
ThrudPrimrose,Null
mcopik,Null
npepinpe,Null
martinlingstuyl,Null
mlinksva,Null
bcollazo,Null
pachewise,Null
JasonYeMSFT,Null
lenaschoenburg,she/her
rbtr,he/him
xadupre,Null
RubenCerna2079,Null
jonthysell,he/him
austinpray-mixpanel,Null
dannywillems,Null
SouthEndMusic,Null
haolingdong-msft,Null
Berif92,Null
Myriad-Dreamin,Null
LilyWangLL,Null
rm-dmiri,Null
benibenj,Null
huiyadanli,Null
tigercosmos,he/him
seladb,Null
Dimi1010,he/him
hardfist,Null
kfirpeled,Null
denisgcm,Null
timburgan,Null
emako,Null
johnlokerse,Null
cmwaters,Null
agrawaliti,she/her
jrieken,he/him
zwave-js-bot,Null
marcus-j-davies,he/him
jacksonkasi1,Null
sixcolors,Null
omri374,Null
Link-,he/him
ctolkien,Null
TomTasche,Null
alandtse,Null
martincostello,he/him
joelhulen,Null
priyanshu92,he/him
jsuarezruiz,he/him
db-queries[bot],Null
adameat,Null
wandergeek,Null
pavelfeldman,Null
hanouticelina,Null
levno-710,Null
twitch-stremaer,Null
zsilbi,Null
dsajanice,Null
yury-s,Null
deepak1556,Null
hubwriter,Null
netpirates,Null
raych1,Null
bhollis,Null
frenck,he/him
esphome[bot],Null
jesserockz,Null
FokkeZB,he/him
sunrabbit123,Null
lbussell,Null
richlander,Null
ekaf,Null
aiday-mar,she/her
peteryang1,Null
kingernupur,Null
lewis-sanchez,Null
thorsten,he/him
dobairoland,he/him
jambayk,Null
jkodroff,he/him
lukaszgryglicki,he/him
KilledByAPixel,he/him
yrrepy,Null
shimwell,Null
jon-proximafusion,Null
jtramm,Null
rejain456,Null
Tunglies,Null
RuggMatt,Null
dargmuesli,Null
DonDebonair,he/him
BryanValverdeU,Null
ritchieng,Null
digitarald,he/him
steveisok,Null
benbp,he/him
dai-shi,Null
nikolaydubina,Null
StevenBucher98,Null
cnupy,Null
WardenGnaw,Null
novinfard,Null
sinedied,Null
teolemon,he/him
ervwalter,Null
b1ek,hi
lewing,Null
bk201-,Null
jackgerrits,he/him
vaheminasyan2,Null
Lokeshmaxi,Null
Snoopy-HSS,he/him
spcqike,Null
souvikghosh04,Null
learn-build-service-prod[bot],Null
v-regandowner,Null
KarlErickson,he/him
v-dirichards,she/her
silenceJialuo,Null
prmerger-automator[bot],Null
FabienTschanz,Null
drasticactions,he/him
chrxh,Null
xiyaowong,Null
andrew-welker,Null
cezudas,Null
sonika-shah,Null
platform-cane891,Null
richardpark-msft,Null
MichaelSimons,Null
cau-git,Null
FrankBakkerNl,Null
Rick-van-Dam,Null
BeArchiTek,he/him
skofman1,Null
singhk97,Null
weswigham,Null
Choza-rajan,Null
jerome-benoit,he/him
voxpelli,Null
BillyONeal,Null
AbhitejJohn,Null
CyrusNajmabadi,LLM/LLama
anuchandy,Null
samvaity,Null
stefankoegl,Null
slister1001,Null
karianna,he/him
reneschulte,Null
epsi1on,Null
vnbaaij,he/him
qiaozha,Null
mconnew,he/him
ewoutkramer,Null
zaki-yama,Null
vitabaks,Null
mpangrazzi,he/him
Jabolol,Null
h-a-n-a,he/him
guhetier,Null
melvin-bot[bot],Null
mnwhite,Null
mvoggu,Null
maxonfjvipon,Null
nicolas-raoul,Null
j6j6j6,he/him
misaochan,she/her
ruibaby,he/him
Kathedra,Null
eliangcs,Null
MorrowShore,Null
pancake-tongs,Null
llali,Null
lmazuel,Null
krlmlr,he/him
hamster1963,he/him
matouskozak,Null
lloydjatkinson,normal
jdahlstrom,Null
lucas-bortoli,Null
crmsnbleyd,they/them
keithzg,Null
sashahilton00,Null
YutMarma,Null
Zadag,Null
tcaddy,Null
tukkek,Null
CharlieDigital,Null
jacobcabral,Null
intel352,Null
JakeSays,Null
mcascone,he/him
alicealysia,She/They/It
adegeo,Null
RiveraAndrea83,Null
vcolin7,Null
elonen,Null
cincuranet,Null
istio-policy-bot,Null
istio-testing,Null
thatmattlong,Null
pjohnst5,Null
peombwa,Null
bkoelman,Null
csmig,Null
srmukher,Null
JRetza,Null
catalinaperalta,Null
zadjii-msft,Null
kgodara912,Null
PawelWMS,Null
CBL-Mariner-Bot,Null
v-atulyadav,Null
dphulkar-msft,Null
flcl42,Null
rubo,Null
eriqua,Null
SunsetTechuila,ha/ha
danegsta,Null
JabSYsEmb,Null
chrisking,Null
githubcatw,he/him
zonksoft,Null
citypaul,Null
oliversalzburg,he/him
chylex,he/they
wiggins-jonathan,Null
nbullock,Null
lijok,Null
IAmJSD,she/her
araghon007,any
wheelsbot7,he/him
suntehnik,Null
BugZappa,Null
AgusR-99,Null
eljonny,he/him
MarvinKlein1508,he/him
dvoituron,Null
strapi-cla,Null
rahulkm22,Null
AlexEMG,Null
CuteReimu,Null
z0z0r4,Null
0x2E,Null
jmacd,he/him
drewrelmas,he/him
metowolf,Null
paulyufan2,Null
NaluTripician,Null
ananth7592,Null
FabianMeiswinkel,Null
sourabh1007,Null
kirankumarkolli,Null
applike-ss,Null
jjgriff93,Null
rantoniuk,he/him
serhalp,he/him
nibanks,he/him
softchris,Null
karinathomasbbc,Null
JoergAtGithub,Null
syncharbor[bot],Null
XiaoMigros,Null
inimaz,Null
martins0n,Null
kaizhangNV,Null
arjenhuitema,Null
chanezon,Null
protikbiswas100,he/him
rabbitism,Null
theztefan,Null
JeppeKlitgaard,Null
eallion,he/him
HotCakeX,she/her
berkaycanbc,Null
ScottCarda-MS,Null
MuntasirSZN,he/him
typescript-bot,Null
aradalvand,Null
kevinch-nv,Null
bw4sz,he/him
jveitchmichaelis,he/him
ethanwhite,he/him
henrykironde,Null
jsharpe,Null
kboom,Null
Yury-Fridlyand,Null
mathieu-stennier,Null
zhiqingchen,Null
timraymond,Null
vitek-karas,Null
Aniruddh25,he/him
abh,he/him
i2h3,she/her
sagpatil,Null
JacobKnightley,Null
zhou9584,Null
jhendrixMSFT,Null
jarias-lfx,Null
ludeeus,Null
MaxtuneLee,he/him
j4k4,Null
wgzhao,Null
EgorBo,Null
tannergooding,Null
damien-schneider-coolify[bot],Null
bartvermeersch,Null
tarekgh,Null
40l9,Null
ljharb,he/him
AsafMah,Null
kiview,he/him
ManickaP,Null
DenysVuika,he/him
panagiotisliaros,he/him
arturcic,Null
JaynieBai,Null
lukelloydagi,Null
scbedd,Null
remcowesterhoud,he/him
Matte22,Null
yuxiang-wen,Null
GrantBirki,he/him
PranavSenthilnathan,Null
rzikm,Null
jiripolasek,Null
htcfreek,Null
sm-msft,Null
radius-functional-tests[bot],Null
spixy,Null
amomchilov,Null
pjar,Null
hez2010,Null
joaomoreno,Null
bito-code-review[bot],Null
felicitymay,Null
aortiz-msft,Null
AdnaneKhan,Null
OctoSabercat,Null
gtong-nv,Null
lisachenko,Null
PupilTong,Null
ykumashev,Null
Vinay-Microsoft,Null
LunalescaShiva,Null
WarpedEdge,Null
acalotoiu,Null
shethaadit,he/him
rogerbarreto,Null
korbit-ai[bot],Null
jcfiorenzano,Null
lutzroeder,Null
JanProvaznik,Null
pannous,Null
GalacticInspired,Null
rod-chapman,Null
julienrbrt,Null
jamesmontemagno,he/him
silamon,Null
balloob,Null
rockfordlhotka,he/him
danielroe,he/him
hishamco,he/him
bb09961,Null
